system_id,player_id,rank,player_name
bp,107184,1,Vladimir Guerrero Jr.
bp,108651,2,Fernando Tatis Jr.
bp,104176,3,Eloy Jimenez
bp,,4,Victor Robles
bp,110030,5,Keston Hiura
bp,109107,6,Forrest Whitley
bp,110182,7,Royce Lewis
bp,108571,8,Nick Senzel
bp,,9,Wander Franco
bp,108682,10,Taylor Trammell
bp,107491,11,Bo Bichette
bp,109135,12,Jesus Luzardo
bp,107047,13,Kyle Tucker
bp,127403,14,Nick Madrigal
bp,108051,15,Carter Kieboom
bp,104096,16,Luis Urias
bp,104816,17,Mitch Keller
bp,104938,18,Alex Verdugo
bp,,19,Francisco Mejia
bp,,20,Alex Reyes
bp,106765,21,Brendan Rodgers
bp,106846,22,Sixto Sanchez
bp,104824,23,Michael Kopech
bp,,24,Brent Honeywell
bp,105703,25,Dylan Cease
bp,108971,26,Dustin May
bp,111112,27,MacKenzie Gore
bp,108822,28,Ian Anderson
bp,106744,29,Austin Riley
bp,106820,30,Keibert Ruiz
bp,,31,Jesus Sanchez
bp,106074,32,Brusdar Graterol
bp,121931,33,Nolan Gorman
bp,124341,34,Jonathan India
bp,122776,35,Casey Mize
bp,106610,36,Chris Paddack
bp,107858,37,Andres Gimenez
bp,108055,38,Alex Kirilloff
bp,101603,39,Peter Alonso
bp,112968,40,Joey Bart
bp,110305,41,Brendan McKay
bp,107172,42,Triston McKenzie
bp,107192,43,Yusniel Diaz
bp,110664,44,Luis Robert
bp,107293,45,Leody Taveras
bp,110935,46,Bubba Thompson
bp,109147,47,Yordan Alvarez
bp,104902,48,Justus Sheffield
bp,106527,49,Ryan Mountcastle
bp,108182,50,Seuly Matias
bp,106940,51,Mike Soroka
bp,111134,52,Nate Pearson
bp,111294,53,Griffin Canning
bp,105321,54,Adonis Medina
bp,,55,Kyle Wright
bp,,56,Will Smith
bp,109108,57,Bryse Wilson
bp,108090,58,Khalil Lee
bp,108343,59,Cristian Pache
bp,125372,60,Jarred Kelenic
bp,,61,Jonathan Loaisiga
bp,111044,62,Drew Waters
bp,105984,63,Estevan Florial
bp,110333,64,MJ Melendez
bp,106217,65,Jahmai Jones
bp,107632,66,Jazz Chisholm
bp,104930,67,Touki Toussaint
bp,129297,68,Victor Victor Mesa
bp,109125,69,Adrian Morejon
bp,104002,70,Sandy Alcantara
bp,110507,71,Luis Patino
bp,111200,72,Hunter Greene
bp,108873,73,Dane Dunning
bp,109027,74,A.J. Puk
bp,128053,75,Julio Pablo Martinez
bp,107183,76,Lucius Fox
bp,109166,77,J.B. Bukauskas
bp,,78,Luis Garcia
bp,138172,79,Travis Swaggerty
bp,,80,Anderson Tejeda
bp,,81,Logan Allen
bp,109381,82,Michel Baez
bp,123806,83,Nico Hoerner
bp,110621,84,Heliot Ramos
bp,109417,85,Shane Baz
bp,103405,86,Danny Jansen
bp,107738,87,Jon Duplantier
bp,107675,88,Oneil Cruz
bp,111203,89,DL Hall
bp,,90,Luis Oviedo
bp,109122,91,Brandon Marsh
bp,,92,Sean Murphy
bp,105636,93,Vidal Brujan
bp,110372,94,Calvin Mitchell
bp,107920,95,Garrett Hampson
bp,111498,96,Jordyn Adams
bp,111289,97,Kristian Robinson
bp,130506,98,Kyler Murray
